Description,Calories,Protein,Fat,Carbs
"WHEAT FLR,WHITE (INDUSTRIAL),9% PROT,BLEACHED,UNENR",367.0,8.89,1.43,77.32
"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,ENR",366.0,9.71,1.48,76.22
"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,BLEACHED,UNENR",366.0,9.71,1.48,76.22
"WHEAT FLR,WHITE (INDUSTRIAL),10% PROT,UNBLEACHED,ENR",366.0,9.71,1.48,76.22
"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,ENR",363.0,11.5,1.45,73.81
"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,BLEACHED,UNENR",363.0,11.5,1.45,73.81
"WHEAT FLR,WHITE (INDUSTRIAL),11.5% PROT,UNBLEACHED,ENR",363.0,11.5,1.45,73.81
"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,ENR",362.0,13.07,1.38,72.2
"WHEAT FLR,WHITE (INDUSTRIAL),13% PROT,BLEACHED,UNENR",362.0,13.07,1.38,72.2
"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,ENR",362.0,15.33,1.41,69.88
"WHEAT FLR,WHITE (INDUSTRIAL),15% PROT,BLEACHED,UNENR",362.0,15.33,1.41,69.88
MILLET FLR,373.0,10.75,4.25,73.05
SORGHUM FLR,361.0,7.87,3.29,77.47
"WHEAT FLR,WHOLE-GRAIN,SOFT WHEAT",332.0,9.61,1.95,74.48
"BREAKFAST ITEMS,BISCUIT W/EGG&SAUSAGE",312.0,11.13,20.77,21.05
"ENTREES,CRAB CAKE",266.0,18.75,17.25,8.52
"ENTREES,FISH FILLET,BATTERED OR BREADED,&FRIED",232.0,14.66,12.29,16.97
TOSTADA WITH GUACAMOLE,138.0,4.78,8.91,12.27
"FST FOODS, POTATO, FRNCH FRIED IN VEG OIL",314.0,3.76,16.12,38.44
"SIDE DISHES,POTATO SALAD",114.0,1.53,6.03,13.53
"FT FDS, HAMBRGER; SIN, LRG PATTY; W/ CONDMNTS, VEG, MAYO",226.0,11.34,12.37,17.33
"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",182.0,4.02,6.46,26.82
"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",169.0,3.97,5.66,25.55
"K FRIED CHICK,FRIED CHICK,ORIGINAL RECIPE,SKN & BREAD",388.0,13.0,29.47,17.63
"GRILLED CHICK,BACON & TOMO CLB SNDWCH,W/ CHS,LETTUCE,& MAYO",220.0,17.19,8.05,19.87
"CRISPY CHICK,BACON,& TOMATO CLUB SNDWCH,W/ CHS,LETUCE,& MAYO",257.0,15.38,11.76,22.61
"YOGURT PARFAIT,LOWFAT,W/ FRUIT & GRANOLA",84.0,3.36,1.01,15.86
"SALAD,GRAPE & APPL W/ YOGURT & CANDIED WALNUTS",117.0,2.15,5.05,15.73
"KASHI PIZZA,RSTD VEG",224.0,12.5,8.4,24.5
"KASHI PIZZA,MUSHROOM TRIO & SPINACH",222.0,12.7,8.3,24.6
"KASHI PIZZA,MARGHERITA",230.0,12.8,8.4,25.7
"KASHI PIZZA,BASIL PESTO",212.0,12.2,7.7,24.2
"KASHI PIZZA,MEDITERRANEAN",231.0,12.7,7.5,31.0
"MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,FRZ,UNPREP",176.0,17.8,5.6,13.7
"MORNINGSTAR FARMS GRILLERS BURGER STYLE REC CRMBL,FRZ,UNPREP",140.0,17.8,4.3,8.3
"MORNINGSTAR FARMS GRILLERS VEGAN,FRZ,UNPREP",132.0,16.3,3.4,9.1
"MORNINGSTAR FARMS VEGGIE BRKFST SAUSAGE PATTIES,FRZ,UNPREP",210.0,25.8,7.9,8.8
"MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,FRZ,UNPREP",171.0,16.1,5.7,19.7
"GREEN GIANT,HARVEST BURGER,ORIG FLAV,ALL VEG PROT PATTY,FRZ",153.0,20.0,4.6,7.8
"LOMA LINDA BIG FRANKS,CND,UNPREP",218.0,21.5,12.1,5.8
"MACARONI & CHS,CND ENTREE",82.0,3.38,2.46,11.52
"SPAGHETTI W/ MEAT SAU,FRZ ENTREE",90.0,5.05,1.01,15.24
"PASTA W/SLICED FRANKS IN TOMATO SAU,CND ENTREE",90.0,4.37,2.38,12.7
"TURKEY POT PIE,FRZ ENTREE",176.0,6.5,8.8,17.7
"BEEF POT PIE,FRZ ENTREE,PREP",220.0,7.25,11.39,22.05
"HOT POCKETS,CROISSANT POCKTS CHIK,BROC&CHDR STUFD SNDWCH,FRZ",235.0,8.9,8.6,30.4
"HOT POCKETS HAM 'N CHS STUFFED SNDWCH,FRZ",241.0,9.16,9.14,30.55
"RAVIOLI,CHEESE-FILLED,CND",79.0,2.48,1.45,13.64
"RAVIOLI,MEAT-FILLED,W/ TOMATO SAU OR MEAT SAU,CND",99.0,3.41,3.41,13.73
"TORTELLINI,PASTA W/ CHS FILLING,FRESH-REFRIGERATED",307.0,13.5,7.23,47.0
"CHILI CON CARNE W/BNS,CND ENTREE",107.0,5.8,3.47,13.1
"BEEF STEW,CANNED ENTREE",99.0,4.41,5.53,7.85
"CHICKEN POT PIE,FRZ ENTREE,PREP",214.0,6.08,10.83,23.03
"PASTA W/MEATBALLS IN TOMATO SAU,CND ENTREE",107.0,4.17,5.1,11.11
"BEEF,CORNED BF HASH,W/ POTATO,CND",164.0,8.73,10.24,9.27
"LASAGNA,CHS,FRZ,PREP",130.0,6.54,5.33,13.84
"CHILI,NO BNS,CND ENTREE",118.0,7.53,7.1,6.1
"SPAGHETTI,W/ MEATBALLS,CND",107.0,4.17,5.1,11.11
"PASTA W/ TOMATO SAU,NO MEAT,CND",70.0,2.22,0.44,14.22
"LASAGNA W/ MEAT & SAU,LOW-FAT,FRZ ENTREE",101.0,6.81,2.23,13.5
"LASAGNA W/ MEAT & SAU,FRZ ENTREE",127.0,8.26,4.73,12.87
"MACARONI & CHS,CND,MICROWAVABLE",134.0,5.98,5.99,13.96
"CAMPBELL,SPAGHETTIOS,MINI BF RAVIOLI IN MEAT SAU",99.0,4.25,1.74,16.6
"CAMPBELL,SPAGHETTIOS,SPAGHETTI IN TOMATO & CHS SAU",80.0,2.78,0.6,15.87
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS ORIGINAL",67.0,2.38,0.4,13.89
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS A TO Z'S",67.0,2.38,0.4,13.89
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIOS IN MEAT SAU",69.0,3.17,0.79,12.3
"CAMPBELL ,SPAGHETTIOS,SPAGHETTIOS PLUS CA",67.0,2.38,0.4,13.89
"CAMPBELL ,SPAGHETTIOS RAVIOLIOS BF RAVIOLI IN MEAT SAU",106.0,4.37,3.17,15.08
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,SPAGHETTIO'S W/ MEATBALLS",95.0,4.37,2.78,12.7
"CAMPBELL ,SPAGHETTIOS,SPAGHETTIO'S W/ SLICED FRANKS",87.0,3.57,2.38,12.7
"CAMPBELL,SPAGHETTIOS,SPAGHETTIOS A TO Z'S W/ MEATBALLS",95.0,4.37,2.78,12.7
"SUPPER BAKES MEAL,CHEESY CHICK W/ PASTA (CHICK NOT INCLUDED)",198.0,7.06,4.71,31.76
"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",147.0,4.8,3.2,24.8
"SUPPER BAKES MEAL KITS,GARLIC CHICK W/ PASTA",220.0,9.76,0.98,42.93
"CAMPBELL, SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",197.0,4.26,1.06,42.55
"CAMPBELL SUPPER BAKES MEAL KITS,LEMON CHICK W/ HERB RICE",210.0,4.26,1.06,45.74
"CAMPBELL,SUPPER MEAL KITS,SAVORY PORK CHOPS W/ HERB STUFFING",181.0,5.91,1.18,36.64
"SUPPER BAKES MEAL KITS,SOUTHWESTERN-STYLE CHICK W/RICE",189.0,4.94,1.23,39.51
"SUPPER BAKES MEAL,CHICK W/ STUFFING (CHICK NOT INCLUDED)",190.0,5.94,3.56,34.44
"CAMPBELL SOUP COMPANY,SWANSON,CHICK A LA KING",71.0,4.7,4.03,4.03
"CAMPBELL SOUP COMPANY,SWANSON,CHICK & DUMPLINGS",93.0,4.45,4.05,9.72
"EGG ROLLS,PORK,REFR,HTD",222.0,9.94,7.17,29.5
"EGG ROLLS,CHICK,REFR,HTD",197.0,10.44,4.51,28.54
"EGG ROLLS,VEG,REFR,HTD",196.0,6.62,4.67,31.99
"LASAGNA,VEG,FRZ,BKD",139.0,6.87,6.04,14.18
"TKY,STUFFING,MSHD POTATO W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",128.0,6.97,3.89,16.32
"RICE BOWL W/ CHICK,FRZ ENTREE,PREP",126.0,5.65,1.56,22.46
"MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,UNCKD",368.0,14.97,3.42,69.21
"MACARONI & CHS DINNER W/ DRY SAU MIX,BOXED,PREP",173.0,6.07,5.77,24.31
"HOT POCKETS,MEATBALLS & MOZZARELLA STUFFED SNDWCH,FRZ",253.0,9.32,10.47,30.45
"LEAN POCKETS,HAM N CHEDDAR",230.0,10.28,6.53,32.52
"LEAN POCKETS,MEATBALLS & MOZZARELLA",240.0,10.49,7.7,32.28
"CAMPBELL SOUP COMPANY,SPAGHETTIOS ORIGINAL,EASY OPEN",70.0,2.35,0.47,14.55
"CAMPBELL SOUP COMPANY,SPAGHETTIOS,W/ MEATBALLS -",87.0,4.37,2.43,11.65
"CHILI W/ BNS,MICROWAVABLE BOWLS",100.0,5.85,3.68,10.88
"MACARONI & CHS,FRZ ENTREE",149.0,5.6,6.41,17.28
POTATO SALAD W/ EGG,157.0,1.96,9.4,16.18
PULLED PORK IN BARBECUE SAU,168.0,13.19,4.42,18.74
"CORN DOGS,FRZ,PREP",267.0,7.93,12.95,29.71
"CHICKEN,NUGGETS,DK & WHITE MEAT,PRECKD,FRZ,NOT REHTD",260.0,12.48,16.13,16.32
"CHICKEN,NUGGETS,WHITE MEAT,PRECKD,FRZ,NOT REHTD",257.0,13.17,15.65,15.88
"RAVIOLI,CHS W/ TOMATO SAU,FRZ,NOT PREP,INCL REG & LT ENTREES",111.0,4.52,2.61,17.31
"BEEF,SHLDR POT RST OR STK,BNLS,LN & FAT,0"" FAT,ALL GRDS,R",130.0,21.39,4.97,0.0
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",247.0,18.8,18.51,0.0
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",297.0,23.51,21.83,0.0
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,RAW",222.0,20.72,14.82,0.0
"BEEF,SHRT LOIN,PRTRHS STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",294.0,24.05,21.18,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,RAW",220.0,19.19,15.32,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD",280.0,24.33,19.47,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,RAW",192.0,19.89,11.84,0.0
"BEEF,SHRT LOIN,T-BONE STEAK,LN&FAT,1/8""FAT,SEL,CKD,BRLD",265.0,25.01,17.54,0.0
"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",133.0,21.41,4.66,0.0
"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",174.0,28.79,5.71,0.0
"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT 0"" FAT,SEL,RAW",124.0,21.96,3.24,0.0
"BF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",160.0,29.24,3.91,0.0
"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,CHOIC,RAW",145.0,20.51,6.36,0.0
"BF,CHK,CLOD,SHDR TNDR,MED,LN & FAT,0"" FAT,CH,CKD,GRILLED",181.0,26.07,7.68,0.0
"BF,CHK,CLOD,SHLDR TENDER,MEDALLION,LN & FAT,0"" FAT,SEL,RAW",142.0,20.93,5.79,0.0
"BEEF,CHUCK,SHLDR CLOD,TOP & CNTR ,STK,LN & FAT,0"" FAT,CH,RAW",143.0,20.39,6.12,0.0
"BF,CHK,SHLDR CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,CH,CKD,GRLD",184.0,26.07,8.11,0.0
"BF,CHUCK,SHLDR CLOD, TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,RAW",140.0,21.13,5.51,0.0
"BF,CHK, CLOD,TOP & CNTR,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",176.0,26.66,6.94,0.0
"BF,CHK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",182.0,18.75,11.33,0.0
"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,CH,CKD,GRILLED",228.0,24.7,13.59,0.0
"BF,CHUCK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,RAW",166.0,19.38,9.22,0.0
"BF,CHK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,CKD,GRILLED",212.0,25.29,11.52,0.0
"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",150.0,20.74,6.85,0.0
"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,CHOIC,CKD,GRLD",188.0,26.88,8.13,0.0
"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SEL,RAW",137.0,20.98,5.21,0.0
"BF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,SE,CKD,GRILLED",162.0,26.61,5.32,0.0
"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,CHOIC,RAW",150.0,21.24,6.59,0.0
"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,CH,CKD,GRILLED",191.0,27.22,8.3,0.0
"BEEF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,SEL,RAW",129.0,22.15,3.83,0.0
"BEEF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,SEL,CKD,GRLD",166.0,28.01,5.17,0.0
"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW",144.0,20.54,6.22,0.0
"BF,CHK,CLD,SHDR TNDR,MED,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",177.0,26.22,7.2,0.0
"BEEF,RND,KNUCKLE,TIP SIDE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",129.0,21.69,4.0,0.0
"BF,RND,KNUCK,TIP SIDE,STK,LN & FAT,0"" FAT,ALL GRDS,CKD,GRLD",168.0,29.08,4.84,0.0
"BF,CHUCK,CLOD,TOP & CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",141.0,20.67,5.88,0.0
"BEEF,CHCK,CLOD,SHLDR TOP&CNTR STKS,LN & FT,0"",ALL GRDS,GRLD",182.0,26.3,7.66,0.0
"BEEF,CHUCK,CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",176.0,18.99,10.52,0.0
"BF,CHUCK,CLOD,TOP BLADE,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",222.0,24.93,12.79,0.0
"BEEF,RND,KNUCKLE,TIP CNTR,STEAK,LN & FAT,0"" FAT,ALL GRDS,RAW",143.0,20.93,5.89,0.0
"BF,RND,KNUCKLE,TIP CNTR,STK,LN & FAT,0"" FAT,ALL,CKD,GRLD",177.0,27.12,6.78,0.0
"BF,RND,OUTSIDE RND,BTTM RND,STEAK,LN & FAT,0"" FAT,ALL,RAW",142.0,21.59,5.53,0.0
"BF,RND,OUT RND,BTTM RND,STK,LN & FAT,0"" FAT,ALL GRDS,CK,GRLD",182.0,27.52,7.1,0.0
"BF,CHK, CLOD,SHLDR TENDER,MED,LN & FAT,0"" FAT,SE,CKD,GRILLED",172.0,26.45,6.43,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",175.0,19.38,10.7,0.29
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,SEL,RAW",161.0,20.14,8.99,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN,0"" FAT,ALL GRDS,RAW",169.0,19.68,10.02,0.05
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,CKD",234.0,30.95,12.22,0.0
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",221.0,32.1,10.24,0.0
"BF,CHK EYE CNTRY-STL RIBS,BNLS,LN,0"" FAT,ALL GRDS, CKD, BRSD",228.0,31.41,11.43,0.0
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,CHOIC,RAW",152.0,20.87,7.67,0.0
"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,RAW",137.0,21.1,5.89,0.0
"BEEF,CHK EYE COUNTRY-STYLE RIBS,BNLS,LN,0"" FAT,ALL GRDS, RAW",146.0,20.96,6.95,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,GRILLED",215.0,27.97,11.47,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,GRILLED",199.0,27.88,9.77,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,CKD,GRILLED",209.0,27.94,10.79,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",160.0,21.31,8.29,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,SEL,RAW",143.0,21.28,6.47,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",153.0,21.29,7.56,0.0
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",200.0,31.32,8.3,0.0
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",190.0,31.71,7.02,0.0
"BEEF,SHLDR POT RST,BNLESS,LN,0"" FAT,ALL GRDS,CKD,BRSD",196.0,31.48,7.78,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",197.0,33.55,6.94,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",181.0,32.96,5.44,0.0
"BEEF,CHK,MOCK TENDER STK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",190.0,33.31,6.34,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,CHOIC,RAW",127.0,21.36,4.6,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,SEL,RAW",117.0,21.22,3.53,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN,0"" FAT,ALL GRDS,RAW",123.0,21.3,4.17,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,CKD,BRSD",191.0,32.41,6.82,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,SEL,CKD,BRSD",186.0,32.29,6.34,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,CKD,BRSD",194.0,32.49,7.14,0.0
"BEEF,CHUCK FOR STEW,LN & FAT,ALL GRDS,RAW",128.0,21.75,4.48,0.16
"BEEF,CHUCK FOR STEW,LN & FAT,SEL,RAW",124.0,21.9,3.99,0.21
"BEEF,CHUCK FOR STEW,LN & FAT,CHOIC,RAW",130.0,21.64,4.81,0.12
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",222.0,30.91,10.91,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN,0"" FAT,SEL,CKD,BRSD",215.0,32.01,9.66,0.0
"BEEF,CHUCK,UND BL STEAK,BNLS,LN,0"" FAT,ALL GRDS,CKD,BRSD",219.0,31.35,10.41,0.0
"BEEF,CHK,UND BLD, POT RST,BNL,LN & FAT,0"" FAT,ALL GR,CKD,BR",291.0,26.7,20.49,0.0
"BEEF,RIB EYE STK,BNLES,LIP-ON,LN,1/8"" FAT,ALL GRDS,CKD,GRLD",207.0,27.97,10.57,0.0
"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,RSTD",240.0,27.18,14.55,0.0
"BEEF,CHK,UND BL POT RST/STK,BNL,LN & FT,0"" FT, All GR, raw",196.0,19.17,13.26,0.0
"BEEF,CHK,UND BL POT RST OR STK,BNL,LN & FAT,0"" FAT, CH, RAW",202.0,19.15,13.93,0.0
"BEEF,CHK,UND BL POT RST/STEAK,BNL,LN & FAT,0"" FAT, SEL, RAW",187.0,19.2,12.27,0.0
"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FAT, ALL GR, CKD",227.0,26.18,13.54,0.21
"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CT,LN&FT, 0"" FT,CH,CKD,GLD",236.0,26.1,14.41,0.4
"BEEF,CHK,UNDBL CNTR STK,BNL,DEN CT,LN&FAT, 0"" FT,SEL,CKD,GLD",215.0,26.3,12.25,0.0
"BEEF,CHK,UND BL CNTR STK,BNL,DEN CUT,LN & FT,0""FT,All Gr, RW",182.0,18.99,11.64,0.36
"BEEF,CHK,UNDBLE CNTR STK,BNL,DENR CUT,LN & FAT,0""FAT, CH, RW",189.0,18.85,12.4,0.53
"BEEF,CHK,UND BLE CNTR STK,BNL,DEN CUT,LN & FT,0""FT, SEL,RW",172.0,19.2,10.5,0.09
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",133.0,21.17,5.33,0.07
"BEEF,SHLDR POT RST OR STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",127.0,21.72,4.44,0.0
"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",ALL GRD,CKD,RSTD",236.0,24.63,15.29,0.0
"BEEF,CHK EYE RST,BNLS,A BF RST,LN & FAT,0"",CH,CKD,RSTD",241.0,24.47,15.87,0.0
"BEEF,CHCK EYE RST,BNLS,A BF RST,LN & FAT,0"",SEL,C,RSTD",229.0,24.86,14.41,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS",275.0,28.23,18.0,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",284.0,27.6,19.3,0.0
"BEEF,CHUCK,UNDER BLADE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",261.0,29.18,16.05,0.0
"BEEF,CHK,MOCK TNDR STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",220.0,32.07,10.18,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CK",225.0,32.21,10.74,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",211.0,31.86,9.34,0.0
"BEEF,CHK,MOCK TEN STK,BNL,LN & FAT,0"" FAT,ALL GRDS, CKD",128.0,21.13,4.79,0.0
"BEEF,CHK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",131.0,21.19,5.18,0.0
"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",122.0,21.05,4.2,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRS",305.0,25.48,22.58,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",317.0,25.26,24.05,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",287.0,25.81,20.38,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",235.0,17.48,18.33,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",240.0,17.22,19.03,0.0
"BEEF,CHUCK,SHRT RIBS,BNLESS,LN & FAT,0"" FAT,SEL,RAW",227.0,17.87,17.28,0.0
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,BRSD",204.0,31.03,8.92,0.0
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",207.0,30.93,9.25,0.0
"BEEF,SHLDR POT RST,BNLESS,LN & FAT,0"" FAT,SEL,CKD,BRSD",200.0,31.18,8.41,0.0
"BEEF,CHK EYE CTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR, CKD",296.0,27.69,20.55,0.0
"BEEF,CHK EYE CNTRY-STYL RIBS,BNL,LN & FAT,0"" FAT,CHOICE, CKD",303.0,27.16,21.56,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL, CKD",285.0,28.47,19.03,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,ALL GR,RAW",205.0,18.97,14.32,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,CHOICE,RAW",210.0,18.87,14.99,0.0
"BEEF,CHK EYE CNTRY-STYLE RIBS,BNL,LN & FAT,0"" FAT,SEL,RAW",196.0,19.1,13.33,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,CKD,GR",277.0,24.98,19.64,0.0
"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",283.0,24.95,20.35,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,GRILLED",267.0,25.03,18.57,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,ALL GRDS,RAW",223.0,18.86,16.35,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,RAW",227.0,18.86,16.85,0.0
"BEEF,CHUCK EYE STEAK,BNLESS,LN & FAT,0"" FAT,SEL,RAW",216.0,18.86,15.6,0.0
"BEEF,RIB EYE RST,BNE-IN,LIP-ON,LN,1/8"" FT,ALL GRDS,CKD,RSTD",231.0,27.12,13.64,0.0
"BEEF,RIB EYE RST,BONE-IN,LIP-ON,LN,1/8"" FAT,SEL,CKD,RSTD",219.0,27.03,12.29,0.0
"BEEF,RIB EYE STEAK,BNLES,LIP-ON,LN,1/8"" FAT,CHOIC,CKD,GRILD",217.0,27.3,11.97,0.0
